SYNONYMS,ATC_CODE,ATC_CODE_DESCRIPTION,INDICATION_CLASS
"Colistin (INN); Colistin Sulfate (FDA, USP);",J01XB01; A07AA10,"J01XB01 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: OTHER ANTIBACTERIALS: Polymyxins]; A07AA10 [ALIMENTARY TRACT AND METABOLISM: ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS: INTESTINAL ANTIINFECTIVES: Antibiotics]",Antibacterial
"Pemedolac (INN, USAN);",,,Analgesic
"Brilacidin (INN, USAN); Brilacidin Tetrahydrochloride (USAN);",,,
"Ioforminol (INN, USAN);",,,
Trecadrine (INN);,,,
AZD-4818,,,
Cefcanel Daloxate (INN);,,,
Ramoplanin A2 (Main Component),,,
Tabilautide (INN);,,,
"Evolocumab (FDA, INN, USAN);",C10AX13,"C10AX13 [CARDIOVASCULAR SYSTEM: LIPID MODIFYING AGENTS: LIPID MODIFYING AGENTS, PLAIN: Other lipid modifying agents]",
"Ontuxizumab (INN, USAN);",,,
"Galunisertib (INN, USAN);",,,
"Latanoprostene Bunod (INN, USAN);",,,
"Liafensine (INN, USAN);",,,
"Sarecycline HCl (USAN); Sarecycline (INN, USAN);",,,
"Fosinopril Sodium (FDA, USAN); Fosinopril (BAN, INN);",C09AA09,"C09AA09 [CARDIOVASCULAR SYSTEM: AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM: ACE INHIBITORS, PLAIN: ACE inhibitors, plain]",Antihypertensive; Enzyme Inhibitor (angiotensin-converting)
"Gemcitabine Elaidate (INN, USAN);",,,
"Rabusertib (INN, USAN);",,,
"Duvelisib (INN, USAN);",,,
"Cimaglermin Alfa (INN, USAN);",,,
"Sotagliflozin (INN, USAN);",,,
"Elbasvir (FDA, INN, USAN);",,,
"Etirinotecan Pegol (INN, USAN);",,,
Lurtotecan (INN); Lurtotecan Dihydrochloride (USAN);,,,Antineoplastic (DNA topoisomerase I Inhibitor)
Ferric chloride,,,
"Dagrocorat (INN, USAN);",,,
Seviprotimut-L (USAN);,,,
"Dinutuximab (FDA, INN, USAN);",L01XC16,L01XC16 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Monoclonal antibodies],
"Duligotuzumab (INN, USAN);",,,
"Bococizumab (INN, USAN);",,,
"Dalbavancin Hydrochloride (FDA); Dalbavancin (BAN, INN, USAN);",J01XA04,J01XA04 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: OTHER ANTIBACTERIALS: Glycopeptide antibacterials],
"Ferric citrate (FDA, USAN);",V03AE08,V03AE08 [VARIOUS: ALL OTHER THERAPEUTIC PRODUCTS: ALL OTHER THERAPEUTIC PRODUCTS: Drugs for treatment of hyperkalemia and hyperphosphatemia],
"Osimertinib (INN, USAN); Osimertinib mesylate (FDA, USAN);",L01XE35,L01XE35 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Protein kinase inhibitors],
Pki-166,,,
"Sparsentan (INN, USAN);",,,
D-Limonene (JAN);,,,
"Isoconazole (BAN, INN, USAN); Isoconazole Nitrate (JAN);",D01AC05; G01AF07,"D01AC05 [DERMATOLOGICALS: ANTIFUNGALS FOR DERMATOLOGICAL USE: ANTIFUNGALS FOR TOPICAL USE: Imidazole and triazole derivatives]; G01AF07 [GENITO URINARY SYSTEM AND SEX HORMONES: GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS: ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS: Imidazole derivatives]",Antifungal; Antibacterial
"Nogalamycin (INN, USAN);",,,Antineoplastic
Formetorex (INN);,,,
Broquinaldol (INN);,,,
Cathine (INN);,A08AA07,"A08AA07 [ALIMENTARY TRACT AND METABOLISM: ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS: ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS: Centrally acting antiobesity products]",
"Inositol (INN, MI, NF);",A11HA07,A11HA07 [ALIMENTARY TRACT AND METABOLISM: VITAMINS: OTHER PLAIN VITAMIN PREPARATIONS: Other plain vitamin preparations],
Isovaleramide (USAN);,,,
"Cimaterol (INN, USAN);",,,Repartitioning Agent
"Betamethasone Benzoate (FDA, USAN, USP);",S01CB04; S03BA03; R01AD06; S01BA06; S02BA07; C05AA05; A07EA04; D07XC01; D07AC01; H02AB01; R03BA04,"S01CB04 [SENSORY ORGANS: OPHTHALMOLOGICALS: ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION: Corticosteroids/antiinfectives/mydriatics in combination]; S03BA03 [SENSORY ORGANS: OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS: CORTICOSTEROIDS: Corticosteroids]; R01AD06 [RESPIRATORY SYSTEM: NASAL PREPARATIONS: DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE: Corticosteroids]; S01BA06 [SENSORY ORGANS: OPHTHALMOLOGICALS: ANTIINFLAMMATORY AGENTS: Corticosteroids, plain]; S02BA07 [SENSORY ORGANS: OTOLOGICALS: CORTICOSTEROIDS: Corticosteroids]; C05AA05 [CARDIOVASCULAR SYSTEM: VASOPROTECTIVES: AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE: Corticosteroids]; A07EA04 [ALIMENTARY TRACT AND METABOLISM: ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS: INTESTINAL ANTIINFLAMMATORY AGENTS: Corticosteroids acting locally]; D07XC01 [DERMATOLOGICALS: CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS: CORTICOSTEROIDS, OTHER COMBINATIONS: Corticosteroids, potent, other combinations]; D07AC01 [DERMATOLOGICALS: CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS: CORTICOSTEROIDS, PLAIN: Corticosteroids, potent (group III)]; H02AB01 [SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS: CORTICOSTEROIDS FOR SYSTEMIC USE: CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN: Glucocorticoids]; R03BA04 [RESPIRATORY SYSTEM: DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES: OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS: Glucocorticoids]",Glucocorticoid
"Methylprednisolone Acetate (FDA, JAN, USP); Methylprednisolone (BAN, FDA, INN, JAN, USP);",H02BX01; D07AA01; H02AB04; D10AA02,"H02BX01 [SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS: CORTICOSTEROIDS FOR SYSTEMIC USE: CORTICOSTEROIDS FOR SYSTEMIC USE, COMBINATIONS: Corticosteroids for systemic use, combinations]; D07AA01 [DERMATOLOGICALS: CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS: CORTICOSTEROIDS, PLAIN: Corticosteroids, weak (group I)]; H02AB04 [SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS: CORTICOSTEROIDS FOR SYSTEMIC USE: CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN: Glucocorticoids]; D10AA02 [DERMATOLOGICALS: ANTI-ACNE PREPARATIONS: ANTI-ACNE PREPARATIONS FOR TOPICAL USE: Corticosteroids, combinations for treatment of acne]",Glucocorticoid
ENMD-2076,,,
"Trenbolone Acetate (USAN, USP); Trenbolone (BAN, INN);",,,Anabolic (veterinary)
"Nitracrine (INN, MI);",,,
Adibendan (INN);,,,
"Fradiomycin Sulfate (JAN); Neomycin Sulfate (FDA, USP); Neomycin Undecylenate (USAN); Neomycin (BAN, INN); Neomycin Palmitate (USAN);",J01GB05; B05CA09; D06AX04; A07AA01; S01AA03; S03AA01; A01AB08; S02AA07; A07AA51; R02AB01,"J01GB05 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: AMINOGLYCOSIDE ANTIBACTERIALS: Other aminoglycosides]; B05CA09 [BLOOD AND BLOOD FORMING ORGANS: BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS: IRRIGATING SOLUTIONS: Antiinfectives]; D06AX04 [DERMATOLOGICALS: ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE: ANTIBIOTICS FOR TOPICAL USE: Other antibiotics for topical use]; A07AA01 [ALIMENTARY TRACT AND METABOLISM: ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS: INTESTINAL ANTIINFECTIVES: Antibiotics]; S01AA03 [SENSORY ORGANS: OPHTHALMOLOGICALS: ANTIINFECTIVES: Antibiotics]; S03AA01 [SENSORY ORGANS: OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS: ANTIINFECTIVES: Antiinfectives]; A01AB08 [ALIMENTARY TRACT AND METABOLISM: STOMATOLOGICAL PREPARATIONS: STOMATOLOGICAL PREPARATIONS: Antiinfectives and antiseptics for local oral treatment]; S02AA07 [SENSORY ORGANS: OTOLOGICALS: ANTIINFECTIVES: Antiinfectives]; A07AA51 [ALIMENTARY TRACT AND METABOLISM: ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS: INTESTINAL ANTIINFECTIVES: Antibiotics]; R02AB01 [RESPIRATORY SYSTEM: THROAT PREPARATIONS: THROAT PREPARATIONS: Antibiotics]","Antibacterial,Antifungal; Antibacterial"
"Bephenium hydroxynaphthoate (BAN, INN, MI, USP);",,,
Danitracen (INN);,,,
"Tolmetin Sodium (FDA, JAN, USAN, USP); Tolmetin (BAN, INN, USAN);",M01AB03; M02AA21,"M01AB03 [MUSCULO-SKELETAL SYSTEM: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS: Acetic acid derivatives and related substances]; M02AA21 [MUSCULO-SKELETAL SYSTEM: TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN: TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN: Antiinflammatory preparations, non-steroids for topical use]",Anti-Inflammatory
Mitoflaxone (INN);,,,
"Alfentanil (BAN, INN); Alfentanil HCl (FDA, USAN, USP);",N01AH02,"N01AH02 [NERVOUS SYSTEM: ANESTHETICS: ANESTHETICS, GENERAL: Opioid anesthetics]",Analgesic (narcotic)
"Etanidazole (INN, USAN);",,,Antineoplastic (hypoxic cell radiosensitizer)
"Quilostigmine (INN, USAN);",,,Cholinergic
"Nitroxoline (BAN, DCF, INN, MI);",J01XX07,J01XX07 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: OTHER ANTIBACTERIALS: Other antibacterials],
"Althiazide (USAN); Altizide (DCF, INN);",,,Antihypertensive
"Nifurimide (INN, USAN);",,,Antibacterial
"Triclocarban (INN, USAN);",,,Disinfectant
Levemopamil (INN);,,,
"Tulobuterol HCl (JAN); Tulobuterol (BAN, INN, JAN, MI);",R03AC11; R03CC11,"R03AC11 [RESPIRATORY SYSTEM: DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES: ADRENERGICS, INHALANTS: Selective beta-2-adrenoreceptor agonists]; R03CC11 [RESPIRATORY SYSTEM: DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES: ADRENERGICS FOR SYSTEMIC USE: Selective beta-2-adrenoreceptor agonists]",
"Acadesine (BAN, INN, USAN);",C01EB13,C01EB13 [CARDIOVASCULAR SYSTEM: CARDIAC THERAPY: OTHER CARDIAC PREPARATIONS: Other cardiac preparations],Platelet Aggregation Inhibitor
"Meradimate (INN, USAN, USP);",,,
"Benzoyl Peroxide (FDA, USAN, USP);",D10AE01; D10AE51,D10AE01 [DERMATOLOGICALS: ANTI-ACNE PREPARATIONS: ANTI-ACNE PREPARATIONS FOR TOPICAL USE: Peroxides]; D10AE51 [DERMATOLOGICALS: ANTI-ACNE PREPARATIONS: ANTI-ACNE PREPARATIONS FOR TOPICAL USE: Peroxides],Keratolytic
Bermoprofen (INN);,,,
"Thiothixene HCl (FDA, USAN, USP); Thiothixene (FDA, USAN, USP); Tiotixene (BAN, DCF, INN, JAN);",N05AF04,N05AF04 [NERVOUS SYSTEM: PSYCHOLEPTICS: ANTIPSYCHOTICS: Thioxanthene derivatives],Antipsychotic
"Sevelamer Carbonate (FDA, USAN); Sevelamer (INN);",V03AE02,V03AE02 [VARIOUS: ALL OTHER THERAPEUTIC PRODUCTS: ALL OTHER THERAPEUTIC PRODUCTS: Drugs for treatment of hyperkalemia and hyperphosphatemia],
"Cyclandelate (BAN, INN, JAN, MI, USP);",C04AX01,C04AX01 [CARDIOVASCULAR SYSTEM: PERIPHERAL VASODILATORS: PERIPHERAL VASODILATORS: Other peripheral vasodilators],
Deltamethrin (BAN);,P03BA03,"P03BA03 [ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS: ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS: INSECTICIDES AND REPELLENTS: Pyrethrines]",
"Loviride (BAN, INN, USAN);",,,Antiviral
Aditeren (INN);,,,
"Sodium Ascorbate (FDA, INN, USP);",,,Vitamin (antiscorbutic)
"Nafcillin Sodium (FDA, USAN, USP); Nafcillin (BAN, INN);",J01CF06,"J01CF06 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: BETA-LACTAM ANTIBACTERIALS, PENICILLINS: Beta-lactamase resistant penicillins]",Antibacterial
"Pentetate Calcium Trisodium (169Yb) (USAN, FDA);",,,Radioactive Agent
"Indocyanine green (FDA, JAN, USP);",,,Diagnostic Aid (hepatic function determination); Diagnostic Aid (cardiac output determination)
"Vidarabine (BAN, FDA, INN, JAN, USAN, USP);",S01AD06; J05AB03,S01AD06 [SENSORY ORGANS: OPHTHALMOLOGICALS: ANTIINFECTIVES: Antivirals]; J05AB03 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIVIRALS FOR SYSTEMIC USE: DIRECT ACTING ANTIVIRALS: Nucleosides and nucleotides excl. reverse transcriptase inhibitors],Antiviral
"Bunitrolol (INN, MI); Bunitrolol HCl (JAN);",,,
"Sodium carbonate (FDA, NF);",,,Pharmaceutic Aid (alkalizing agent)
Terikalant (INN);,,,
"Acitretin (BAN, FDA, INN, USAN);",D05BB02,D05BB02 [DERMATOLOGICALS: ANTIPSORIATICS: ANTIPSORIATICS FOR SYSTEMIC USE: Retinoids for treatment of psoriasis],Antipsoriatic
"Tiplasinin (INN, USAN);",,,
"Duloxetine HCl (FDA, USAN); Duloxetine (BAN, INN);",N06AX21,N06AX21 [NERVOUS SYSTEM: PSYCHOANALEPTICS: ANTIDEPRESSANTS: Other antidepressants],Antidepressant
Amiprilose HCl (USAN); Amiprilose (INN);,,,Anti-Inflammatory
"Deferitrin (INN, USAN);",,,
Ormeloxifene (INN);,G03XC04,G03XC04 [GENITO URINARY SYSTEM AND SEX HORMONES: SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM: OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM: Selective estrogen receptor modulators],
"Sodium Phosphate, Dibasic, Heptahydrate (FDA); Sodium Phosphate (32P) (INN, USAN, USP, FDA); Sodium Phosphate, Dibasic Anhydrous (FDA); Sodium Phosphate (FDA); Sodium Phosphate, Dibasic (USP); Sodium phosphate, dibasic, anhydrous (FDA);",A06AD17; A06AG01; B05XA09,A06AD17 [ALIMENTARY TRACT AND METABOLISM: DRUGS FOR CONSTIPATION: DRUGS FOR CONSTIPATION: Osmotically acting laxatives]; A06AG01 [ALIMENTARY TRACT AND METABOLISM: DRUGS FOR CONSTIPATION: DRUGS FOR CONSTIPATION: Enemas]; B05XA09 [BLOOD AND BLOOD FORMING ORGANS: BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS: I.V. SOLUTION ADDITIVES: Electrolyte solutions],"Diagnostic Aid (neoplasm); Antineoplastic; Radioactive Agent; Antipolycythemic,Laxative"
Betamethasone Butyrate Propionate (JAN);,,,
"Trimetoquinol HCl (JAN); Tretoquinol (INN, MI);",R03AC09; R03CC09,"R03AC09 [RESPIRATORY SYSTEM: DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES: ADRENERGICS, INHALANTS: Selective beta-2-adrenoreceptor agonists]; R03CC09 [RESPIRATORY SYSTEM: DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES: ADRENERGICS FOR SYSTEMIC USE: Selective beta-2-adrenoreceptor agonists]",
"Utibapril (BAN, INN);",,,
"Tolazamide (BAN, FDA, INN, JAN, USAN, USP);",A10BB05,"A10BB05 [ALIMENTARY TRACT AND METABOLISM: DRUGS USED IN DIABETES: BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS: Sulfonylureas]",Antidiabetic
"Carbromal (BAN, DCF, INN, MI, NF);",N05CM04,N05CM04 [NERVOUS SYSTEM: PSYCHOLEPTICS: HYPNOTICS AND SEDATIVES: Other hypnotics and sedatives],
Netazepide (INN);,,,
"Lincomycin HCl (FDA, JAN, USP); Lincomycin (BAN, INN, USAN);",J01FF02,"J01FF02 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS: Lincosamides]",Antibacterial
"Viloxazine HCl (USAN); Viloxazine (BAN, INN);",N06AX09,N06AX09 [NERVOUS SYSTEM: PSYCHOANALEPTICS: ANTIDEPRESSANTS: Other antidepressants],Antidepressant
SSR-125543,,,
"Meloxicam (BAN, FDA, INN, USAN);",M01AC06; M01AC56,"M01AC06 [MUSCULO-SKELETAL SYSTEM: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS: Oxicams]; M01AC56 [MUSCULO-SKELETAL SYSTEM: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS: Oxicams]",Anti-Inflammatory (nonsteroidal)
"Epoprostenol sodium (BAN, FDA, USAN); Epoprostenol (INN, USAN);",B01AC09,B01AC09 [BLOOD AND BLOOD FORMING ORGANS: ANTITHROMBOTIC AGENTS: ANTITHROMBOTIC AGENTS: Platelet aggregation inhibitors excl. heparin],Inhibitor (platelet)
"Tolnaftate (BAN, INN, JAN, USAN, USP);",D01AE18,D01AE18 [DERMATOLOGICALS: ANTIFUNGALS FOR DERMATOLOGICAL USE: ANTIFUNGALS FOR TOPICAL USE: Other antifungals for topical use],Antifungal
Monothioglycerol (NF);,,,Pharmaceutic Aid (preservative)
"Ibuproxam (INN, MI);",M01AE13,"M01AE13 [MUSCULO-SKELETAL SYSTEM: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS: Propionic acid derivatives]",
"Sulfisoxazole Diolamine (FDA, USAN, USP); Sulfisoxazole (FDA, JAN, USP); Sulfafurazole (BAN, INN);",J01EB05; S01AB02,J01EB05 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: SULFONAMIDES AND TRIMETHOPRIM: Short-acting sulfonamides]; S01AB02 [SENSORY ORGANS: OPHTHALMOLOGICALS: ANTIINFECTIVES: Sulfonamides],Antibacterial
"Clorsulon (BAN, INN, USAN, USP);",,,Antiparasitic; Fasciolicide
Nitrovin (BAN);,,,
"Carbadox (BAN, INN, USAN);",,,Antibacterial
"Tafenoquine Succinate (USAN); Tafenoquine (BAN, INN, USAN);",,,
"Efaroxan (BAN, INN);",,,
Mofarotene (INN);,,,
"Mitomycin (BAN, FDA, INN, USAN, USP); Mitomycin C (JAN);",L01DC03,L01DC03 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES: Other cytotoxic antibiotics],Antineoplastic
"Desogestrel (BAN, FDA, INN, USAN);",G03AC09,G03AC09 [GENITO URINARY SYSTEM AND SEX HORMONES: SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM: HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE: Progestogens],Progestin
"Amorolfine (BAN, INN, USAN); Amorolfine HCl (JAN);",D01AE16,D01AE16 [DERMATOLOGICALS: ANTIFUNGALS FOR DERMATOLOGICAL USE: ANTIFUNGALS FOR TOPICAL USE: Other antifungals for topical use],Antimycotic
"Mizoribine (INN, JAN, MI);",,,
"Florbetaben F-18 (FDA, USAN); Florbetaben (18f) (INN);",,,
"Turofexorate Isopropyl (INN, USAN);",,,
"Zoniporide (BAN, INN); Zoniporide Mesylate (USAN);",,,
"Nabumetone (BAN, FDA, INN, JAN, USAN, USP);",M01AX01,"M01AX01 [MUSCULO-SKELETAL SYSTEM: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS: Other antiinflammatory and antirheumatic agents, non-steroids]",Anti-Inflammatory
"Telaprevir (FDA, INN, USAN);",J05AE11,J05AE11 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIVIRALS FOR SYSTEMIC USE: DIRECT ACTING ANTIVIRALS: Protease inhibitors],
Piperazine (USP);,P02CB01,"P02CB01 [ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS: ANTHELMINTICS: ANTINEMATODAL AGENTS: Piperazine and derivatives]",Anthelmintic
"Fructose 1,6-diphosphate",C01EB07,C01EB07 [CARDIOVASCULAR SYSTEM: CARDIAC THERAPY: OTHER CARDIAC PREPARATIONS: Other cardiac preparations],
"Flurocitabine (INN, USAN);",,,Antineoplastic
"Tandutinib (INN, USAN);",,,
"Indalpine (BAN, INN, MI);",,,
"Cyclofenil (BAN, DCF, INN, JAN, MI);",G03GB01,"G03GB01 [GENITO URINARY SYSTEM AND SEX HORMONES: SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM: GONADOTROPINS AND OTHER OVULATION STIMULANTS: Ovulation stimulants, synthetic]",
"Dasatinib (FDA, INN, USAN);",L01XE06,L01XE06 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Protein kinase inhibitors],
"Brecanavir (INN, USAN);",,,
"Indeglitazar (INN, USAN);",,,
"Ethohexadiol (MI, USP);",P03BX06,"P03BX06 [ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS: ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS: INSECTICIDES AND REPELLENTS: Other insecticides and repellents]",
Lusaperidone (INN);,,,
"Palonosetron HCl (FDA, USAN); Palonosetron (INN);",A04AA05; A04AA55,A04AA05 [ALIMENTARY TRACT AND METABOLISM: ANTIEMETICS AND ANTINAUSEANTS: ANTIEMETICS AND ANTINAUSEANTS: Serotonin (5HT3) antagonists]; A04AA55 [ALIMENTARY TRACT AND METABOLISM: ANTIEMETICS AND ANTINAUSEANTS: ANTIEMETICS AND ANTINAUSEANTS: Serotonin (5HT3) antagonists],Antinauseant; Anti-Emetic
"Trimetrexate Glucuronate (FDA, USAN); Trimetrexate (BAN, INN, USAN);",P01AX07,"P01AX07 [ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS: ANTIPROTOZOALS: AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES: Other agents against amoebiasis and other protozoal diseases]",Antineoplastic
"Nitrendipine (BAN, INN, JAN, USAN);",C08CA08,C08CA08 [CARDIOVASCULAR SYSTEM: CALCIUM CHANNEL BLOCKERS: SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS: Dihydropyridine derivatives],Antihypertensive
"Troleandomycin (BAN, FDA, INN, USAN, USP); Triacetyloleandomycin (JAN);",J01FA08,"J01FA08 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS: Macrolides]",Antibacterial
"Bretazenil (INN, USAN);",,,Anti-Anxiety Agent
"Sulprostone (INN, USAN);",G02AD05,G02AD05 [GENITO URINARY SYSTEM AND SEX HORMONES: OTHER GYNECOLOGICALS: UTEROTONICS: Prostaglandins],Prostaglandin
"Chlorothymol (MI, NF);",,,
"Leptacline (DCF, INN);",,,
Cryptenamine Tannates (FDA);,,,
"Desirudin Recombinant (FDA); Desirudin (BAN, INN, USAN);",B01AE01,B01AE01 [BLOOD AND BLOOD FORMING ORGANS: ANTITHROMBOTIC AGENTS: ANTITHROMBOTIC AGENTS: Direct thrombin inhibitors],Anticoagulant
"Tadalafil (BAN, FDA, INN, USAN);",G04BE08,G04BE08 [GENITO URINARY SYSTEM AND SEX HORMONES: UROLOGICALS: UROLOGICALS: Drugs used in erectile dysfunction],
"Toliprolol (INN, MI);",,,
"Quinine Ethylcarbonate (JAN, MI, NF);",,,
MLN-2480,,,
"Lefamulin (INN, USAN); Lefamulin acetate (USAN);",,,
GW468816,,,
C-1311,,,
"Presatovir (INN, USAN);",,,
"Vadadustat (INN, USAN);",,,
"Sulfamethopyrazine (JAN); Sulfalene (INN, USAN); Sulfametopyrazine (BAN, DCF);",J01ED02,J01ED02 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: SULFONAMIDES AND TRIMETHOPRIM: Long-acting sulfonamides],Antibacterial
"Cyclosporine (FDA, USAN, USP); Ciclosporin (BAN, INN, JAN);",S01XA18; L04AD01,S01XA18 [SENSORY ORGANS: OPHTHALMOLOGICALS: OTHER OPHTHALMOLOGICALS: Other ophthalmologicals]; L04AD01 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: IMMUNOSUPPRESSANTS: IMMUNOSUPPRESSANTS: Calcineurin inhibitors],Immunosuppressant
"Phthalylsulfathiazole (BAN, INN, USP);",A07AB02,"A07AB02 [ALIMENTARY TRACT AND METABOLISM: ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS: INTESTINAL ANTIINFECTIVES: Sulfonamides]",
"Benzoxiquine (INN, USAN);",,,Disinfectant
"Bufogenin (INN, JAN, MI);",,,
"Lercanidipine (BAN, INN); Lercanidipine HCl (USAN);",C08CA13,C08CA13 [CARDIOVASCULAR SYSTEM: CALCIUM CHANNEL BLOCKERS: SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS: Dihydropyridine derivatives],
"Mibampator (INN, USAN);",,,
"Tioxolone (BAN, DCF, INN, MI);",D10AB03,D10AB03 [DERMATOLOGICALS: ANTI-ACNE PREPARATIONS: ANTI-ACNE PREPARATIONS FOR TOPICAL USE: Preparations containing sulfur],
"Diosmin (BAN, INN, MI);",C05CA53; C05CA03,C05CA53 [CARDIOVASCULAR SYSTEM: VASOPROTECTIVES: CAPILLARY STABILIZING AGENTS: Bioflavonoids]; C05CA03 [CARDIOVASCULAR SYSTEM: VASOPROTECTIVES: CAPILLARY STABILIZING AGENTS: Bioflavonoids],
"Batabulin (INN, USAN); Batabulin Sodium (USAN);",,,
